公司简称,公司全称,公司性质,公司规模,公司所在行业,JD数量,公司所在地_1,公司所在地_2,公司排序
,广州卓动,民营企业,150-500人,软件/互联网/游戏,214,广东,广州,7
,广州即刻推网络科技有限公司,民营企业,15-50人,互联网/游戏/软件,3,广东,广州,9
,广州合创时代（Future Force）,民营企业,少于15人,教育/培训,8,广东,广州,10
,广州启胜,外资企业,500-2000人,房产/家居/物业/建筑,21,广东,,6
,广州和睦家医院有限公司,外资企业,150-500人,医疗/健康/制药/生物,7,广东,广州,7
,广州地铁设计研究院 ,民营企业,500-2000人,房产/家居/物业/建筑,68,广东,广州,6
,广州大策,民营企业,150-500人,房产/家居/物业/建筑,13,广东,广州,7
,广州天极电子科技股份有限公司,股份制企业,150-500人,电子/通信/硬件,12,广东,广州,7
,广州好智,民营企业,15-50人,互联网/游戏/软件,18,广东,广州,9
,广州展星,民营企业,少于15人,交通/贸易/物流,5,广东,广州,10
,广州市圆方计算机软件工程有限公司上海分公,民营企业,150-500人,房产/家居/物业/建筑,17,上海,上海,7
,广州市威湃狮电子科技有限公司,民营企业,15-50人,电子/通信/硬件,11,广东,广州,9
,广州市盛夏网络,合伙企业,15-50人,传媒/广告/展览/公关,30,广东,广州,9
,广州市笔头设计工作室,民营企业,少于15人,互联网/游戏/软件,23,广东,广州,10
,广州广电,国有企业,500-2000人,电子/通信/硬件,99,广东,广州,6
,广州建科院,民营企业,150-500人,房产/家居/物业/建筑,158,广东省,广州市,7
,广州微远基因,民营企业,150-500人,医疗/健康/制药/生物,29,广东,广州,7
,广州思享传媒科技有限公司,民营企业,15-50人,企业服务/咨询,28,广东,广州,9
,广州慕可生物科技有限公司,民营企业,2000人以上,互联网/游戏/软件,10,广东,广州,5
,广州汇娱,民营企业,50-150人,互联网/游戏/软件,131,广东,广州,8
,广州泰谦新材料有限公司,民营企业,15-50人,环保/化工/能源,36,广东,广州,9
,广州石乡农业发展有限公司,民营企业,15-50人,农林牧渔/其他,65,广东,广州,9
,广州码石,外资企业,50-150人,互联网/游戏/软件,44,广东,广州,8
,广州科宁网络科技有限公司,民营企业,50-150人,软件/互联网/游戏,56,广东,广州,8
,广州精言,民营企业,15-50人,培训/教育,18,广东,广州,9
,广州经传,民营企业,500-2000人,投资/经济/财会/金融,113,广东,广州,6
,广州罗拉信息科技有限公司,民营企业,150-500人,软件/互联网/游戏,99,广东,广州,7
,广州蓝勃,民营企业,150-500人,医疗/健康/制药/生物,7,广东,广州,7
,广州西二环高速,国有企业,150-500人,交通/贸易/物流,20,广东,广州,7
,广州诚盛,民营企业,15-50人,金融/经济/投资/财会,31,广东,广州,9
,广州趣米网络科技有限公司,民营企业,150-500人,互联网/游戏/软件,17,广东,广州,7
,广州达博生物制品有限公司,民营企业,50-150人,生物/健康/制药/医疗,22,广东,广州,8
,广州速游,民营企业,150-500人,软件/互联网/游戏,293,广东,广州,7
,广州长贝,民营企业,500-2000人,咨询/企业服务,29,广东,广州,6
,广州高新区投资集团有限公司,国有企业,500-2000人,不限,2,广东,广州,6
,广康生化,民营企业,500-2000人,环保/化工/能源,19,广东,清远,6
,广德昌科技,民营企业,150-500人,医疗/健康/制药/生物,13,广东,广州,7
,广检集团广质院,国有企业,15-50人,化工/能源/环保,24,广东,广州,9
,广源水文,民营企业,少于15人,企业服务/咨询,26,吉林,长春,10
,广特电气,民营企业,150-500人,汽车/机械/制造,1,广东,佛山,7
,广电工程局,国有企业,500-2000人,房产/家居/建筑/物业,74,广东,广州,6
,广策信息 ,民营企业,15-50人,软件/互联网/游戏,116,上海,上海,9
,广纸集团,国有企业,500-2000人,不限,12,广东,广州,6
,广药器化,外资企业,150-500人,医疗/健康/制药/生物,14,广东,广州,7
,广西伊利,民营企业,150-500人,汽车/机械/制造,8,广西,南宁,7
,广西信德物流公司,民营企业,15-50人,交通/贸易/物流,4,广西,北海,9
,广西国厚资产管理有限公司,民营企业,少于15人,金融/经济/投资/财会,53,广西,南宁,10
,庄生晓梦信息科技,民营企业,15-50人,软件/互联网/游戏,21,上海,上海,9
,庆云石油,民营企业,50-150人,化工/能源/环保,18,重庆,市辖区,8
,库博标准,外资企业,150-500人,汽车/机械/制造,14,江苏,苏州,7
,应趣科技,民营企业,15-50人,软件/互联网/游戏,15,吉林,长春,9
,庖丁科技,民营企业,50-150人,金融/经济/投资/财会,36,北京,北京,8
,店易多,民营企业,15-50人,互联网/游戏/软件,10,湖北,武汉,9
,康佳智能电器,国有企业,150-500人,制造/汽车/机械,241,广东,深圳,7
,康力元（天津）医疗科技有限公司,民营企业,150-500人,生物/健康/制药/医疗,20,天津,天津,7
,康博嘉,外资企业,150-500人,软件/互联网/游戏,124,北京,北京,7
,康哲药业,民营企业,2000人以上,医疗/健康/制药/生物,14,,,5
,康宁,外资企业,2000人以上,汽车/机械/制造,2,上海,上海,5
,康希通信科技,民营企业,50-150人,电子/通信/硬件,19,上海,上海,8
,康明斯,外资企业,2000人以上,汽车/机械/制造,10,全国,,5
,康智莱,民营企业,少于15人,医疗/健康/制药/生物,7,浙江,温州,10
,康比特,股份制企业,500-2000人,快消/百货/批发/零售,80,北京,北京,6
,康耐仕,外资企业,150-500人,咨询/企业服务,134,上海,上海,7
,康赛信息,民营企业,150-500人,软件/互联网/游戏,31,成都,成都,7
,康锐民,民营企业,50-150人,快消/百货/批发/零售,36,广东,深圳,8
,康龙化成,外资企业,2000人以上,生物/健康/制药/医疗,56,北京,北京,5
,延锋汽车内饰YFAI,外资企业,2000人以上,汽车/机械/制造,10,上海,上海,5
,廷翊(北京),股份制企业,少于15人,不限,11,北京,北京,10
,建发物业,国有企业,2000人以上,房产/家居/建筑/物业,70,福建,厦门,5
,建发股份,国有企业,2000人以上,交通/贸易/物流,33,全国,,5
,建投信开环境发展,股份制企业,15-50人,化工/能源/环保,7,北京,北京,9
,建方长租,合伙企业,150-500人,房产/家居/建筑/物业,25,广东,广州,7
,建木柔电,民营企业,15-50人,电子/通信/硬件,20,广东,深圳,9
,建瓴,民营企业,50-150人,电子/通信/硬件,95,广东,深圳,8
,开利,外资企业,2000人以上,制造/汽车/机械,99,上海,上海,5
,开思基金,民营企业,15-50人,投资/经济/财会/金融,28,上海,上海,9
,开润集团,民营企业,2000人以上,快消/百货/批发/零售,137,上海,上海,5
,异盾科技,民营企业,50-150人,互联网/游戏/软件,37,重庆市,重庆,8
,弈泰资产,民营企业,15-50人,金融/经济/投资/财会,17,上海,上海,9
,引响文化传媒,民营企业,15-50人,广告/传媒/公关/展览,6,福建,厦门,9
,弘信电子,民营企业,2000人以上,电子/通信/硬件,14,福建,厦门,5
,弘则研究,民营企业,50-150人,金融/经济/投资/财会,5,上海,上海,8
,弘创集团,民营企业,50-150人,汽车/机械/制造,19,河南,郑州,8
,弘正道（中国）,民营企业,50-150人,生物/健康/制药/医疗,14,广东,广州,8
,弘毅国学,民营企业,500-2000人,教育/培训,6,上海,上海,6
,弘毅远方,民营企业,15-50人,金融/经济/投资/财会,15,上海,上海,9
,张江跨国企业孵化平台,民营企业,50-150人,企业服务/咨询,28,上海,上海,8
,强联智创,民营企业,150-500人,医疗/健康/制药/生物,67,北京,北京,7
,归书坊科技,民营企业,50-150人,广告/传媒/公关/展览,2,湖北,武汉,8
,归其电子,民营企业,15-50人,培训/教育,13,上海,上海,9
,归初物流,民营企业,15-50人,交通/贸易/物流,11,广东,广州,9
,归领医疗,民营企业,50-150人,医疗/健康/制药/生物,9,浙江,杭州市,8
,当换,民营企业,150-500人,互联网/游戏/软件,10,广东,深圳,7
,当虹科技,股份制企业,150-500人,软件/互联网/游戏,111,浙江,杭州市,7
,彩菱,民营企业,15-50人,软件/互联网/游戏,47,浙江,杭州,9
,彩虹桥基金会,社会团体,15-50人,公共事业/NGO/政府,32,北京,北京,9
,彩讯,股份制企业,2000人以上,互联网/游戏/软件,64,广东,广州,5
,影创科技,民营企业,150-500人,电子/通信/硬件,73,上海,上海,7
,影动医疗,民营企业,15-50人,医疗/健康/制药/生物,14,上海,上海,9
,影宝网络,民营企业,150-500人,互联网/游戏/软件,11,湖北,武汉市,7
,彼得品牌管理,民营企业,50-150人,快消/百货/批发/零售,37,广东,中山市,8
,律普 ,民营企业,少于15人,软件/互联网/游戏,33,广东,广州,10
,徐汇城新集团,国有企业,50-150人,房产/家居/建筑/物业,10,上海,上海,8
,徕伊佐慕,民营企业,50-150人,互联网/游戏/软件,9,广东,广州,8
,徕伊佐慕深圳,民营企业,50-150人,软件/互联网/游戏,48,广东,深圳,8
,徕木股份,民营企业,2000人以上,汽车/机械/制造,64,上海,上海,5
,得帆信息,民营企业,150-500人,软件/互联网/游戏,229,上海,上海,7
,得源集团,股份制企业,150-500人,化工/能源/环保,11,广东省,汕头市,7
,得迈科技,民营企业,少于15人,软件/互联网/游戏,36,天津,天津,10
,微亚科技,民营企业,150-500人,汽车/机械/制造,3,福建,厦门,7
,微创新,民营企业,15-50人,互联网/游戏/软件,4,湖北,武汉,9
,微创软件,外资企业,2000人以上,软件/互联网/游戏,135,上海,上海,5
,微动工业,民营企业,50-150人,汽车/机械/制造,24,浙江,宁波市,8
,微咔世纪,民营企业,150-500人,软件/互联网/游戏,233,广东,广州市,7
,微基因,民营企业,50-150人,医疗/健康/制药/生物,16,广东,深圳,8
,微服咨询,民营企业,15-50人,企业服务/咨询,9,上海,上海,9
,微派网络,民营企业,150-500人,软件/互联网/游戏,382,湖北,武汉市,7
,微策知识产权,民营企业,150-500人,企业服务/咨询,21,上海,上海,7
,微纳核芯,民营企业,50-150人,电子/通信/硬件,172,浙江,市辖区/杭州市,8
,微聚美科技,民营企业,少于15人,软件/互联网/游戏,39,广东,深圳,10
,微观博易,民营企业,50-150人,金融/经济/投资/财会,4,北京,北京,8
,德乐食品,外资企业,150-500人,快消/百货/批发/零售,22,上海,上海,7
,德勤全球交付中心,外资企业,2000人以上,企业服务/咨询,16,重庆市,,5
,德勤华北区,外资企业,2000人以上,企业服务/咨询,29,北京,北京,5
,德勤华永,合伙企业,2000人以上,企业服务/咨询,21,广东省,广州市,5
,德勤华西,,2000人以上,投资/经济/财会/金融,66,重庆,三亚市/成都市/市辖区,5
,德勤咨询,民营企业,2000人以上,咨询/企业服务,124,广东,深圳,5
,德国科德曼西安步态检测中心,民营企业,少于15人,生物/健康/制药/医疗,11,陕西,西安,10
,德尔,民营企业,500-2000人,房产/家居/建筑/物业,89,江苏,苏州,6
,德尔福万源,外资企业,500-2000人,汽车/机械/制造,44,北京,北京,6
,德州仪器,民营企业,2000人以上,电子/通信/硬件,23,上海,上海,5
,德希尼布能源中国,外资企业,150-500人,环保/化工/能源,222,上海,上海,7
,德方纳米,民营企业,2000人以上,化工/能源/环保,11,广东,深圳,5
,德施曼,民营企业,500-2000人,房产/家居/物业/建筑,9,浙江,杭州,6
,德沣,民营企业,150-500人,不限,3,山东,德州,7
,德科岛金科技,民营企业,15-50人,电子/通信/硬件,19,北京,北京,9
,德胜物流,民营企业,15-50人,交通/贸易/物流,18,上海,上海,9
,德诚集团,民营企业,2000人以上,快消/百货/批发/零售,154,福建,福州,5
,德诺医疗,民营企业,150-500人,生物/健康/制药/医疗,49,浙江省/上海市,市辖区/杭州市,7
,德邦,民营企业,2000人以上,运输/贸易/交通/物流,22,浙江省/江苏,宁波市/苏州,5
,德邦快递,股份制企业,2000人以上,贸易/交通/物流,69,上海,上海,5
,德邦证券,股份制企业,2000人以上,金融/经济/投资/财会,14,1,,5
,德锐咨询,民营企业,50-150人,咨询/企业服务,72,江苏,南京,8
,德马吉森精机,外资企业,150-500人,制造/汽车/机械,65,上海,上海,7
,心域科技,民营企业,50-150人,互联网/游戏/软件,18,北京,北京,8
,心寰科技,民营企业,15-50人,医疗/健康/制药/生物,59,广东,深圳,9
,心导教盟,民营企业,15-50人,教育/培训,10,广东,广州,9
,心智矩阵元宇宙,民营企业,15-50人,软件/互联网/游戏,89,上海,上海,9
,心血管健康研究院,民营企业,50-150人,医疗/健康/制药/生物,22,江苏,苏州,8
,必维华法商品检定,民营企业,500-2000人,检测/认证,4,广东省,深圳市,6
,必胜客,外资企业,2000人以上,旅游/酒店/餐饮/娱乐,13,浙江省,金华市/湖州市/宁波市/舟山市/温州市/衢州市/绍兴市,5
,志道汇德,民营企业,15-50人,教育/培训,13,北京,北京,9
,志霖法律,民营企业,50-150人,咨询/企业服务,27,北京,北京,8
,忠石投资,股份制企业,15-50人,金融/经济/投资/财会,6,陕西,西安市,9
,快乐国际,民营企业,150-500人,培训/教育,18,广东,广州,7
,快商通科技,民营企业,150-500人,互联网/游戏/软件,13,福建,厦门,7
,快粉科技,民营企业,50-150人,互联网/游戏/软件,27,江苏,南京,8
,快虎科技,民营企业,50-150人,互联网/游戏/软件,31,广东,广州,8
,快递100,民营企业,150-500人,软件/互联网/游戏,146,广东,深圳,7
,思凯咨询,民营企业,500-2000人,企业服务/咨询,7,浙江,金华,6
,思创医惠,民营企业,2000人以上,生物/健康/制药/医疗,27,浙江,杭州,5
,思创新材,民营企业,50-150人,不限,25,广东,深圳,8
,思力阳光,民营企业,少于15人,广告/传媒/公关/展览,13,北京,北京,10
,思勰投资,民营企业,15-50人,投资/经济/财会/金融,112,上海,上海,9
,思学佳教育,民营企业,150-500人,培训/教育,8,广东,深圳,7
,思庐哲学,民营企业,50-150人,教育/培训,20,上海,上海,8
,思效咨询,民营企业,15-50人,企业服务/咨询,54,上海,上海,9
,思无界,民营企业,15-50人,房产/家居/物业/建筑,24,北京,北京,9
,思来,民营企业,50-150人,互联网/游戏/软件,65,广东,广州,8
,思源瀚海,民营企业,150-500人,互联网/游戏/软件,13,北京,北京,7
,思源电气,股份制企业,2000人以上,电子/通信/硬件,38,上海,上海,5
,思灵机器人,民营企业,150-500人,不限,53,北京,北京,7
,思特奇,民营企业/股份制企业,2000人以上,通信/游戏/电子/硬件/软件/互联网,458,成都/湖南省/江西省/山西/重庆/湖北省,长沙市/成都/太原/南宁市/市辖区/武汉市/南昌市/贵阳市/太原市,5
,思睿教育,外资企业,150-500人,教育/培训,4,北京,北京,7
,思睿瑶光,外资企业,15-50人,金融/经济/投资/财会,97,上海,上海,9
,思科纳迪,民营企业,15-50人,教育/培训,3,广东,深圳,9
,思而科,外资企业,150-500人,互联网/游戏/软件,134,四川,四川,7
,思而立,民营企业,15-50人,软件/互联网/游戏,121,福建,厦门,9
,思迈特软件,民营企业,500-2000人,互联网/游戏/软件,14,广东,广州,6
,思迹信息,民营企业,150-500人,电子/通信/硬件,9,上海,上海,7
,思鸿维,民营企业,150-500人,电子/通信/硬件,82,四川,四川,7
,怡亚通供应链,股份制企业,2000人以上,交通/贸易/物流,12,广东,深圳,5
,怡元设计,民营企业,15-50人,房产/家居/物业/建筑,19,山东,青岛,9
,怪怪科技,民营企业,15-50人,互联网/游戏/软件,66,广东,广州,9
,怪怪科技（万象元创/虎元元）,民营企业,15-50人,互联网/游戏/软件,33,广东,广州,9
,怿星科技,民营企业,150-500人,电子/通信/硬件,141,上海,上海,7
,恋巢装饰,民营企业,150-500人,房产/家居/建筑/物业,41,四川,四川,7
,恒为科技,民营企业,500-2000人,电子/通信/硬件,286,上海,上海,6
,恒云科技,外资企业,150-500人,互联网/游戏/软件,12,广东,深圳,7
,恒众咨询,民营企业,少于15人,房产/家居/物业/建筑,1,天津,天津,10
,恒俊(海口江东新区),外资企业,15-50人,广告/传媒/公关/展览,4,海南,海口,9
,恒信华业,民营企业,15-50人,金融/经济/投资/财会,9,广东,深圳,9
,恒信永利,民营企业,2000人以上,金融/经济/投资/财会,29,广东省,深圳市,5
,恒兴科技孵化器,民营企业,15-50人,企业服务/咨询,21,天津,天津,9
,恒力惠州,民营企业,500-2000人,化工/能源/环保,12,广东,惠州,6
,恒和供应链,民营企业,15-50人,金融/经济/投资/财会,5,广东,广州,9
,恒坤信息,民营企业,150-500人,互联网/游戏/软件,28,广东,广州,7
,恒天财富,股份制企业,2000人以上,金融/经济/投资/财会,1,江西,南昌,5
,恒富物业,民营企业,2000人以上,房产/家居/物业/建筑,80,北京,北京,5
,恒德,民营企业,15-50人,电子/通信/硬件,10,山东,济宁,9
,恒洁卫浴HEGII,民营企业,2000人以上,房产/家居/建筑/物业,96,上海,上海,5
,恒湾科技,民营企业,150-500人,电子/通信/硬件,230,四川,四川,7
,恒瑞医疗,民营企业,500-2000人,生物/健康/制药/医疗,17,江苏,苏州市,6
,恒生芸泰,民营企业,150-500人,互联网/游戏/软件,14,浙江,杭州,7
,恒石智能科技,民营企业,150-500人,软件/互联网/游戏,30,广东,广州,7
