"所属公司","公司性质","公司规模","公司所在行业","公司所在地","职位所在地","JD数量"
"广州思享传媒科技有限公司","民营企业","15-50人","企业服务/咨询","广东/广州","广州市荔湾区芳村葵蓬州生园围2号之一广州国际茶叶交易中心4楼","28"
"融360","外资企业","500-2000人","互联网/游戏/软件","北京市/北京","汉威国际广场1区1号楼8层","13"
"知更","民营企业","15-50人","互联网/游戏/软件","广东/广州","广东省广州市海珠区新港东路琶洲东区北码头29号1号楼腾讯众创空间","13"
"怪怪科技（万象元创/虎元元）","民营企业","15-50人","互联网/游戏/软件","广东/广州",,"33"
"好太太集团","股份制企业","500-2000人","房产/家居/物业/建筑","广州","广东省广州市番禺区化龙镇石化路21号","35"
"北辰致远","民营企业","50-150人","快消/百货/批发/零售","广东/深圳","深圳市龙华区龙华街道富康社区富康商业广场8栋富康科技大厦13层","25"
"Simba Events","民营企业","50-150人","企业服务/咨询","上海市/上海","上海市闵行区七宝镇新镇路1459弄6号宝龙城T9号楼8层","194"
"匠域集团","民营企业","2000人以上","不限","福建/厦门","厦门市思明区鸿星尔克集团大厦","14"
"珠海弥天","合伙企业","15-50人","互联网/游戏/软件","广东/珠海","广东省珠海市香洲区前山明珠南路金嘉创意谷2栋5楼","30"
"珠海弥天","合伙企业","15-50人","互联网/游戏/软件","广东/珠海","珠海市香洲区前山明珠南路金嘉创意谷2栋5楼","41"
"浩凡网络科技有限公司","民营企业","150-500人","互联网/游戏/软件","福建/福州","福州市仓山区龙华药业办公楼4号楼5层浩凡网络","36"
"北京乾诚有义","民营企业","15-50人","企业服务/咨询","北京市/北京","北京市朝阳区东三环苹果社区北区2号楼","10"
"NOX","民营企业","150-500人","互联网/游戏/软件","北京市/北京","上地东路一号院盈创动力E西区601","33"
"话本小说","民营企业","15-50人","互联网/游戏/软件","北京市/北京","北京市朝阳区东方梅地亚中心C座707室","9"
"成都利雅华得","民营企业","少于15人","互联网/游戏/软件","四川/成都","成都市武侯区红牌楼莱蒙都会广场","15"
"孩子王","外资企业","2000人以上","快消/百货/批发/零售",,"江西省宜春市袁州区宜阳东大道7号万达广场1F孩子王","35"
"NXT智库","民营企业","15-50人","互联网/游戏/软件","上海市/上海","上海市浦东新区民生路1268号","11"
"远望谷","股份制企业","500-2000人","电子/通信/硬件","深圳","上海市杨浦区黄兴路221号互联宝地D3座D3107","13"
"萌想科技（实习僧）","民营企业","150-500人","互联网/游戏/软件","北京市/北京","成都市-武侯区-天府软件园G区7栋7楼","31"
"水羊国际","民营企业","2000人以上","互联网/游戏/软件","湖南/长沙","长沙市岳麓区","54"
"恩歌源","民营企业","150-500人","房产/家居/物业/建筑","广东/深圳","惠州市惠东县港口滨海旅游度假区享海1777酒店","21"
"多益网络","股份制企业","2000人以上","互联网/游戏/软件","广州","广东省广州市黄埔区伴河路90号自编一栋305","307"
"SHEIN","民营企业","2000人以上","互联网/游戏/软件","广东","软件大道170-1天溯科技园5号楼7层","500"
"年糕妈妈","民营企业","150-500人","互联网/游戏/软件","杭州","杭州市西湖区莲花街333号莲花商务中心A座7楼","63"
"极简汇率","民营企业","50-150人","互联网/游戏/软件","广东/珠海","珠海市香洲区唐家湾镇淇澳岛南腾街5号极简汇率3楼","10"
"六一科技","民营企业","2000人以上","互联网/游戏/软件","广东/广州","广州市黄埔区科学城总部经济区二期C5栋","129"
"学校大脑","民营企业","50-150人","互联网/游戏/软件","浙江/杭州","杭州西湖区转塘街道云栖小镇","27"
"济南柠欣","民营企业","50-150人","互联网/游戏/软件","山东/济南","济南市历城区汉峪金谷","12"
"保利商业物业","国有企业","2000人以上","房产/家居/物业/建筑","广东/广州","广州市海珠区阅江中路688号保利国际广场北塔6楼","85"
"保定趣扬电子商务有限公司","民营企业","15-50人","互联网/游戏/软件","河北/保定","汇博上谷大观B座1311","9"
"凌巨科技","股份制企业","15-50人","互联网/游戏/软件","浙江/嘉兴","嘉兴智慧产业创新园11号楼","18"
"久久基因","民营企业","15-50人","互联网/游戏/软件","杭州","杭州滨江正泰大厦1号楼","9"
"厦门象屿股份有限公司","国有企业","2000人以上","交通/贸易/物流","福建/厦门",,"223"
"意游科技","民营企业","50-150人","互联网/游戏/软件","湖北/武汉","创意天地3号楼6层","15"
"亲密马克商贸","民营企业","50-150人","互联网/游戏/软件","广东","全国职位，详情在职位描述中说明","10"
"科云互联","民营企业","50-150人","互联网/游戏/软件","北京","环城东路南天大厦","13"
"增长公司","民营企业","15-50人","互联网/游戏/软件","广东/深圳","深圳市宝安区宝民二路东方商务大厦三楼","43"
"兰亭集势","民营企业","500-2000人","互联网/游戏/软件","上海市/上海","铜鼓路39号大冲国际中心9楼901","32"
"AKULAKU","民营企业","2000人以上","互联网/游戏/软件","广东/深圳","深圳市南山区华中科技大学产学研基地A座","683"
"礼匠","民营企业","15-50人","企业服务/咨询","广东/广州","越秀区东沙角路42号之一","10"
"长沙星兴万物科技有限公司","股份制企业","15-50人","互联网/游戏/软件","湖南/长沙","腾讯云启北栋18楼","11"
"彩讯","股份制企业","2000人以上","互联网/游戏/软件","广东/广州","广东省广州市天河区科韵路16号广州信息港A栋","64"
"锐诚","民营企业","150-500人","快消/百货/批发/零售","福建/泉州","泉州经济技术开发区万兴大厦11楼（清濛民生银行楼上）公交车可做到清濛长途汽车站","55"
"五二赫兹","民营企业","少于15人","互联网/游戏/软件","广东","广州番禺区","26"
"小虫科技","民营企业","150-500人","教育/培训","浙江/杭州","杭州市滨江区滨安路 1168 号施强广场 1 号楼19- 20 层","127"
"虎扑","民营企业","150-500人","互联网/游戏/软件","上海市","花园坊A2栋3层","62"
"四季文旅","民营企业","150-500人","房产/家居/物业/建筑","广东/广州","广州市海珠区新港东路2519号工美港23栋","93"
"增长公司","民营企业","15-50人","互联网/游戏/软件","广东/深圳","深圳市南山区海岸大厦东座B区14楼","9"
"麦田房产","民营企业","2000人以上","房产/家居/物业/建筑","北京市","全北京400余处工作地点可以根据自身进行选择","19"
"孩子王","外资企业","2000人以上","快消/百货/批发/零售",,"江西省吉安市青原区瑞德广场2F孩子王","35"
"特灵科技","外资企业","2000人以上","汽车/机械/制造","江苏/苏州","苏州市吴江区甘溪路9号金水岸商务广场","21"
"环球好运","民营企业","15-50人","互联网/游戏/软件","广东/深圳","港深国际中心601","15"
"圣才电子书","股份制企业","150-500人","教育/培训","湖北/武汉",,"61"
"YY直播","民营企业","500-2000人","互联网/游戏/软件","广东/广州","万博商务区万达广场B-1栋12层","25"
"实习僧校招内推助手","民营企业","50-150人","互联网/游戏/软件","北京市","湖南省长沙市高新区","50"
"NOX","民营企业","150-500人","互联网/游戏/软件","北京市/北京","盈创动力E座西区601","10"
"相衷益","民营企业","少于15人","互联网/游戏/软件","上海市/上海","上海市黄浦区浙江中路400号春申江大厦","21"
"开润集团","民营企业","2000人以上","快消/百货/批发/零售","上海市/上海","中心路1158号漕河泾科技绿洲","57"
"坚果云","民营企业","150-500人","互联网/游戏/软件","上海市/上海","张江高科附近浦东国际人才城","45"
"winkonlaser","民营企业","50-150人","交通/贸易/物流","河北/廊坊","河北省三河市燕郊经济技术开发区102国道南侧京榆大街维多利亚写字楼D座2510室","35"
"宜采","民营企业","150-500人","交通/贸易/物流","广东/广州","广州市天河区富力盈泰广场","8"
"佰以达","民营企业","50-150人","快消/百货/批发/零售","广东/广州","广州市番禺区大石植村工业三路二号三楼","10"
"舒客电商","民营企业","50-150人","互联网/游戏/软件","广州","广州市白云区国际单位","10"
"华臻源","民营企业","150-500人","交通/贸易/物流","广东/广州","广东省广州市番禺区洛浦街道岭南电商园写字楼1街3楼73号","27"
"万旭新云","民营企业","150-500人","教育/培训","四川/成都","新希望国际B座1313-1314","13"
"灵感科技","民营企业","150-500人","互联网/游戏/软件","广东/广州","广州天河区金融城绿地中心营销中心1601","29"
"腾挪","民营企业","50-150人","互联网/游戏/软件","河北/石家庄","石家庄长安区嘉和广场2号写字楼807","14"
"德诚集团","民营企业","2000人以上","快消/百货/批发/零售","福建/福州","鹤上珠宝文化创意产业园999号","30"
"舒客电商","民营企业","50-150人","互联网/游戏/软件","广州","广州市白云区黄园路33号国际单位二期D5栋501-601","30"
"好看","民营企业","50-150人","互联网/游戏/软件","北京市/北京","第一上海中心C206","11"
"看什么策展","民营企业","少于15人","广告/传媒/公关/展览","江苏/苏州","苏州市姑苏区滚绣坊68号","58"
"星星优品","民营企业","50-150人","快消/百货/批发/零售","浙江/台州","浙江省台州市椒江区洪家街道星星集团总部A13号楼3楼","35"
"i换电","股份制企业","50-150人","化工/能源/环保","北京市/北京","北京市大兴区荣京西街经开大厦12A01","11"
"NOX","民营企业","150-500人","互联网/游戏/软件","北京市/北京","北京市海淀区上地东路盈创动力园E座西区601","28"
"读蜜","民营企业","15-50人","广告/传媒/公关/展览","北京市/北京","北京市朝阳区劲松三区甲302号华腾大厦1508（100124）","16"
"梵僖工作室","民营企业","少于15人","互联网/游戏/软件","福建/厦门","厦门市湖里区万达广场SOHO公寓D1区213","20"
"慧扬健康","民营企业","50-150人","互联网/游戏/软件",,"广州市黄埔区鱼珠智谷C03栋","36"
"元李服装","股份制企业","少于15人","快消/百货/批发/零售","北京市/北京","北京市西城区虎坊桥樱桃斜街88号","50"
"夕航科技","民营企业","15-50人","互联网/游戏/软件","北京市/北京","北京海淀中关村海龙大厦1326","30"
"迪卡侬苏州","外资企业","2000人以上","快消/百货/批发/零售","江苏","迪卡侬园区店","15"
"家家养的牛","民营企业","150-500人","互联网/游戏/软件","湖北/武汉","湖北省武汉市江夏区光谷CBC，斯米克·美加中心6楼和9楼","10"
"广州罗拉信息科技有限公司","民营企业","150-500人","互联网/游戏/软件","广东/广州","广州天河区时代E-PARK-7栋703+706室","13"
"松山湖机器人产业基地","外资企业","50-150人","不限","广东","广东省东莞市松山湖新竹路17A","19"
"雅各贸易","民营企业","15-50人","互联网/游戏/软件","长沙","芙蓉区韶山北路维一星城国际1508","33"
"百丽新零售","民营企业","2000人以上","互联网/游戏/软件","深圳","百丽大厦","12"
"爱朵集团","民营企业","500-2000人","快消/百货/批发/零售","上海市/上海","上海市闵行区沪闵路3078号","99"
"集睿致远（ASL）","民营企业","50-150人","电子/通信/硬件","北京市/北京","北京市西城区马甸桥东北裕民路18号北环中心","125"
"鸿合科技","民营企业","2000人以上","电子/通信/硬件","北京市/北京","北京市朝阳区融新科技中心F座12层","33"
